,din_instante,hora,dia_semana,mes,carga_mw
26023,2023-09-29 01:00:00,1,4,9,38044.62399999
26027,2023-09-29 02:00:00,2,4,9,36920.81699999
26031,2023-09-29 03:00:00,3,4,9,36380.12699999
26035,2023-09-29 04:00:00,4,4,9,36537.36
26039,2023-09-29 05:00:00,5,4,9,37909.668
26043,2023-09-29 06:00:00,6,4,9,39708.259
26047,2023-09-29 07:00:00,7,4,9,42341.91999999
26051,2023-09-29 08:00:00,8,4,9,44829.227
26055,2023-09-29 09:00:00,9,4,9,46312.35499999
26059,2023-09-29 10:00:00,10,4,9,47107.99599999
26063,2023-09-29 11:00:00,11,4,9,47523.344
26067,2023-09-29 12:00:00,12,4,9,46646.73499999
26071,2023-09-29 13:00:00,13,4,9,47235.623
26075,2023-09-29 14:00:00,14,4,9,47929.639
26079,2023-09-29 15:00:00,15,4,9,47941.30499999
26083,2023-09-29 16:00:00,16,4,9,47344.673
26087,2023-09-29 17:00:00,17,4,9,46706.42499999
26091,2023-09-29 18:00:00,18,4,9,48709.35799999
26095,2023-09-29 19:00:00,19,4,9,48452.64899999
26099,2023-09-29 20:00:00,20,4,9,47560.81299999
26103,2023-09-29 21:00:00,21,4,9,46831.512
26107,2023-09-29 22:00:00,22,4,9,45051.69199999
26111,2023-09-29 23:00:00,23,4,9,42741.172
26115,2023-09-30 00:00:00,0,5,9,40149.688
26119,2023-09-30 01:00:00,1,5,9,38120.55999999
26123,2023-09-30 02:00:00,2,5,9,36508.357
26127,2023-09-30 03:00:00,3,5,9,35760.322
26131,2023-09-30 04:00:00,4,5,9,35516.80199999
26135,2023-09-30 05:00:00,5,5,9,35803.593
26139,2023-09-30 06:00:00,6,5,9,36175.07099999
26143,2023-09-30 07:00:00,7,5,9,38110.727
26147,2023-09-30 08:00:00,8,5,9,40130.915
26151,2023-09-30 09:00:00,9,5,9,41660.665
26155,2023-09-30 10:00:00,10,5,9,42526.10699999
26159,2023-09-30 11:00:00,11,5,9,42901.212
26163,2023-09-30 12:00:00,12,5,9,42921.231
26167,2023-09-30 13:00:00,13,5,9,42815.025
26171,2023-09-30 14:00:00,14,5,9,42671.814
26175,2023-09-30 15:00:00,15,5,9,42612.29
26179,2023-09-30 16:00:00,16,5,9,42742.709
26183,2023-09-30 17:00:00,17,5,9,43821.62399999
26187,2023-09-30 18:00:00,18,5,9,47136.013
26191,2023-09-30 19:00:00,19,5,9,46789.63699999
26195,2023-09-30 20:00:00,20,5,9,45339.624
26199,2023-09-30 21:00:00,21,5,9,44189.25199999
26203,2023-09-30 22:00:00,22,5,9,42294.78899999
26207,2023-09-30 23:00:00,23,5,9,40524.947
26211,2023-10-01 00:00:00,0,6,10,38637.86099999
26215,2023-10-01 01:00:00,1,6,10,36919.85
26219,2023-10-01 02:00:00,2,6,10,35557.622
26223,2023-10-01 03:00:00,3,6,10,34714.447
26227,2023-10-01 04:00:00,4,6,10,34304.75
26231,2023-10-01 05:00:00,5,6,10,34032.403
26235,2023-10-01 06:00:00,6,6,10,33461.05799999
26239,2023-10-01 07:00:00,7,6,10,34123.23799999
26243,2023-10-01 08:00:00,8,6,10,35465.466
26247,2023-10-01 09:00:00,9,6,10,36601.074
26251,2023-10-01 10:00:00,10,6,10,37542.22999999
26255,2023-10-01 11:00:00,11,6,10,38769.749
26259,2023-10-01 12:00:00,12,6,10,39162.71699999
26263,2023-10-01 13:00:00,13,6,10,38509.843
26267,2023-10-01 14:00:00,14,6,10,37762.315
26271,2023-10-01 15:00:00,15,6,10,38325.30399999
26275,2023-10-01 16:00:00,16,6,10,39028.33
26279,2023-10-01 17:00:00,17,6,10,40583.68999999
26283,2023-10-01 18:00:00,18,6,10,43523.324
26287,2023-10-01 19:00:00,19,6,10,43572.979
26291,2023-10-01 20:00:00,20,6,10,42861.33399999
26295,2023-10-01 21:00:00,21,6,10,42210.167
26299,2023-10-01 22:00:00,22,6,10,40269.473
26303,2023-10-01 23:00:00,23,6,10,38407.56499999
26307,2023-10-02 00:00:00,0,0,10,36437.979
26311,2023-10-02 01:00:00,1,0,10,34876.028
26315,2023-10-02 02:00:00,2,0,10,33947.177
26319,2023-10-02 03:00:00,3,0,10,33718.68799999
26323,2023-10-02 04:00:00,4,0,10,33961.148
26327,2023-10-02 05:00:00,5,0,10,35638.03699999
26331,2023-10-02 06:00:00,6,0,10,37963.36199999
26335,2023-10-02 07:00:00,7,0,10,40860.392
26339,2023-10-02 08:00:00,8,0,10,43948.999
26343,2023-10-02 09:00:00,9,0,10,45706.79699999
26347,2023-10-02 10:00:00,10,0,10,46931.03499999
26351,2023-10-02 11:00:00,11,0,10,47675.851
26355,2023-10-02 12:00:00,12,0,10,46965.31
26359,2023-10-02 13:00:00,13,0,10,47697.485
26363,2023-10-02 14:00:00,14,0,10,48203.20599999
26367,2023-10-02 15:00:00,15,0,10,48372.798
26371,2023-10-02 16:00:00,16,0,10,48236.617
26375,2023-10-02 17:00:00,17,0,10,47051.886
26379,2023-10-02 18:00:00,18,0,10,48860.91699999
26383,2023-10-02 19:00:00,19,0,10,49014.96999999
26387,2023-10-02 20:00:00,20,0,10,48482.78499999
26391,2023-10-02 21:00:00,21,0,10,47449.09599999
26395,2023-10-02 22:00:00,22,0,10,44983.73899999
26399,2023-10-02 23:00:00,23,0,10,41799.26799999
26403,2023-10-03 00:00:00,0,1,10,38921.96999999
26407,2023-10-03 01:00:00,1,1,10,36955.578
26411,2023-10-03 02:00:00,2,1,10,35925.596
26415,2023-10-03 03:00:00,3,1,10,35429.091
26419,2023-10-03 04:00:00,4,1,10,35641.87599999
26423,2023-10-03 05:00:00,5,1,10,37019.47
26427,2023-10-03 06:00:00,6,1,10,38913.08
26431,2023-10-03 07:00:00,7,1,10,41397.50399999
26435,2023-10-03 08:00:00,8,1,10,43920.17799999
26439,2023-10-03 09:00:00,9,1,10,45357.001
26443,2023-10-03 10:00:00,10,1,10,46447.17199999
26447,2023-10-03 11:00:00,11,1,10,47182.89399999
26451,2023-10-03 12:00:00,12,1,10,46877.62299999
26455,2023-10-03 13:00:00,13,1,10,48117.41
26459,2023-10-03 14:00:00,14,1,10,49193.917
26463,2023-10-03 15:00:00,15,1,10,49570.17299999
26467,2023-10-03 16:00:00,16,1,10,49663.327
26471,2023-10-03 17:00:00,17,1,10,48044.315
26475,2023-10-03 18:00:00,18,1,10,49520.762
26479,2023-10-03 19:00:00,19,1,10,49667.60099999
26483,2023-10-03 20:00:00,20,1,10,49199.931
26487,2023-10-03 21:00:00,21,1,10,48434.45499999
26491,2023-10-03 22:00:00,22,1,10,46402.96499999
26495,2023-10-03 23:00:00,23,1,10,43071.25799999
26499,2023-10-04 00:00:00,0,2,10,40389.507
26503,2023-10-04 01:00:00,1,2,10,38277.593
26507,2023-10-04 02:00:00,2,2,10,37078.206
26511,2023-10-04 03:00:00,3,2,10,36489.48799999
26515,2023-10-04 04:00:00,4,2,10,36736.57099999
26519,2023-10-04 05:00:00,5,2,10,37849.221
26523,2023-10-04 06:00:00,6,2,10,39940.20199999
26527,2023-10-04 07:00:00,7,2,10,42607.68799999
26531,2023-10-04 08:00:00,8,2,10,45617.99
26535,2023-10-04 09:00:00,9,2,10,47646.14299999
26539,2023-10-04 10:00:00,10,2,10,49485.943
26543,2023-10-04 11:00:00,11,2,10,50296.906
26547,2023-10-04 12:00:00,12,2,10,50209.05199999
26551,2023-10-04 13:00:00,13,2,10,51356.348
26555,2023-10-04 14:00:00,14,2,10,51988.096
26559,2023-10-04 15:00:00,15,2,10,51755.32399999
26563,2023-10-04 16:00:00,16,2,10,51258.704
26567,2023-10-04 17:00:00,17,2,10,48614.517
26571,2023-10-04 18:00:00,18,2,10,50009.218
26575,2023-10-04 19:00:00,19,2,10,49960.24899999
26579,2023-10-04 20:00:00,20,2,10,49590.52499999
26583,2023-10-04 21:00:00,21,2,10,49179.662
26587,2023-10-04 22:00:00,22,2,10,47124.856
26591,2023-10-04 23:00:00,23,2,10,44908.049
26595,2023-10-05 00:00:00,0,3,10,42269.79199999
26599,2023-10-05 01:00:00,1,3,10,39965.551
26603,2023-10-05 02:00:00,2,3,10,38805.603
26607,2023-10-05 03:00:00,3,3,10,38105.10899999
26611,2023-10-05 04:00:00,4,3,10,38227.921
26615,2023-10-05 05:00:00,5,3,10,39459.33499999
26619,2023-10-05 06:00:00,6,3,10,41113.42999999
26623,2023-10-05 07:00:00,7,3,10,44011.58499999
26627,2023-10-05 08:00:00,8,3,10,47136.709
26631,2023-10-05 09:00:00,9,3,10,49162.66299999
26635,2023-10-05 10:00:00,10,3,10,50568.738
26639,2023-10-05 11:00:00,11,3,10,50821.61199999
26643,2023-10-05 12:00:00,12,3,10,50281.74599999
26647,2023-10-05 13:00:00,13,3,10,51327.328
26651,2023-10-05 14:00:00,14,3,10,52463.81
26655,2023-10-05 15:00:00,15,3,10,52882.22499999
26659,2023-10-05 16:00:00,16,3,10,51816.05399999
26663,2023-10-05 17:00:00,17,3,10,49706.284
26667,2023-10-05 18:00:00,18,3,10,50957.165
26671,2023-10-05 19:00:00,19,3,10,50673.83799999
26675,2023-10-05 20:00:00,20,3,10,50236.604
26679,2023-10-05 21:00:00,21,3,10,49610.73199999
26683,2023-10-05 22:00:00,22,3,10,47601.94499999
26687,2023-10-05 23:00:00,23,3,10,45230.901
26691,2023-10-06 00:00:00,0,4,10,42694.14699999
26695,2023-10-06 01:00:00,1,4,10,40590.23
26699,2023-10-06 02:00:00,2,4,10,39176.16599999
26703,2023-10-06 03:00:00,3,4,10,38564.886
26707,2023-10-06 04:00:00,4,4,10,38471.01299999
26711,2023-10-06 05:00:00,5,4,10,39500.172
26715,2023-10-06 06:00:00,6,4,10,41371.519
26719,2023-10-06 07:00:00,7,4,10,44285.57
26723,2023-10-06 08:00:00,8,4,10,47525.99
26727,2023-10-06 09:00:00,9,4,10,49588.06999999
26731,2023-10-06 10:00:00,10,4,10,51128.12899999
26735,2023-10-06 11:00:00,11,4,10,51794.835
26739,2023-10-06 12:00:00,12,4,10,51442.206
26743,2023-10-06 13:00:00,13,4,10,52634.698
26747,2023-10-06 14:00:00,14,4,10,53880.095
26751,2023-10-06 15:00:00,15,4,10,54257.39399999
26755,2023-10-06 16:00:00,16,4,10,52873.31099999
26759,2023-10-06 17:00:00,17,4,10,50870.47999999
26763,2023-10-06 18:00:00,18,4,10,51817.692
26767,2023-10-06 19:00:00,19,4,10,51370.89599999
26771,2023-10-06 20:00:00,20,4,10,50924.367
26775,2023-10-06 21:00:00,21,4,10,50396.78299999
26779,2023-10-06 22:00:00,22,4,10,48953.402
26783,2023-10-06 23:00:00,23,4,10,46841.462
26787,2023-10-07 00:00:00,0,5,10,44400.74
26791,2023-10-07 01:00:00,1,5,10,42202.39699999
26795,2023-10-07 02:00:00,2,5,10,40766.05599999
26799,2023-10-07 03:00:00,3,5,10,39888.898
26803,2023-10-07 04:00:00,4,5,10,39337.872
26807,2023-10-07 05:00:00,5,5,10,38912.84199999
26811,2023-10-07 06:00:00,6,5,10,39210.89299999
26815,2023-10-07 07:00:00,7,5,10,41425.83
26819,2023-10-07 08:00:00,8,5,10,43723.69899999
26823,2023-10-07 09:00:00,9,5,10,45652.98399999
26827,2023-10-07 10:00:00,10,5,10,46689.485
26831,2023-10-07 11:00:00,11,5,10,47116.53399999
26835,2023-10-07 12:00:00,12,5,10,46860.554
26839,2023-10-07 13:00:00,13,5,10,46679.325
26843,2023-10-07 14:00:00,14,5,10,46376.886
26847,2023-10-07 15:00:00,15,5,10,46285.20499999
26851,2023-10-07 16:00:00,16,5,10,46516.90699999
26855,2023-10-07 17:00:00,17,5,10,46736.463
26859,2023-10-07 18:00:00,18,5,10,48623.774
26863,2023-10-07 19:00:00,19,5,10,48189.844
26867,2023-10-07 20:00:00,20,5,10,47143.913
26871,2023-10-07 21:00:00,21,5,10,45890.19799999
26875,2023-10-07 22:00:00,22,5,10,44506.48699999
26879,2023-10-07 23:00:00,23,5,10,42686.142
26883,2023-10-08 00:00:00,0,6,10,40589.16499999
26887,2023-10-08 01:00:00,1,6,10,39008.32999999
26891,2023-10-08 02:00:00,2,6,10,37647.48799999
26895,2023-10-08 03:00:00,3,6,10,36735.189
26899,2023-10-08 04:00:00,4,6,10,36286.137
26903,2023-10-08 05:00:00,5,6,10,35700.91299999
26907,2023-10-08 06:00:00,6,6,10,35186.72099999
26911,2023-10-08 07:00:00,7,6,10,35906.40399999
26915,2023-10-08 08:00:00,8,6,10,37247.17199999
26919,2023-10-08 09:00:00,9,6,10,38213.57299999
26923,2023-10-08 10:00:00,10,6,10,38996.27399999
26927,2023-10-08 11:00:00,11,6,10,39712.95399999
26931,2023-10-08 12:00:00,12,6,10,39859.142
26935,2023-10-08 13:00:00,13,6,10,39565.247
26939,2023-10-08 14:00:00,14,6,10,39611.87399999
26943,2023-10-08 15:00:00,15,6,10,40055.067
26947,2023-10-08 16:00:00,16,6,10,41088.25599999
26951,2023-10-08 17:00:00,17,6,10,42766.61799999
26955,2023-10-08 18:00:00,18,6,10,46603.013
26959,2023-10-08 19:00:00,19,6,10,45678.047
26963,2023-10-08 20:00:00,20,6,10,45420.41199999
26967,2023-10-08 21:00:00,21,6,10,44946.967
26971,2023-10-08 22:00:00,22,6,10,44131.041
26975,2023-10-08 23:00:00,23,6,10,41675.571
26979,2023-10-09 00:00:00,0,0,10,39978.364
26983,2023-10-09 01:00:00,1,0,10,38329.91
26987,2023-10-09 02:00:00,2,0,10,37425.61299999
26991,2023-10-09 03:00:00,3,0,10,36854.50299999
26995,2023-10-09 04:00:00,4,0,10,37005.936
26999,2023-10-09 05:00:00,5,0,10,38180.99699999
27003,2023-10-09 06:00:00,6,0,10,40107.12399999
27007,2023-10-09 07:00:00,7,0,10,43091.286
27011,2023-10-09 08:00:00,8,0,10,46409.03899999
27015,2023-10-09 09:00:00,9,0,10,47894.44499999
27019,2023-10-09 10:00:00,10,0,10,49013.755
27023,2023-10-09 11:00:00,11,0,10,49311.043
27027,2023-10-09 12:00:00,12,0,10,48789.70499999
27031,2023-10-09 13:00:00,13,0,10,49365.377
27035,2023-10-09 14:00:00,14,0,10,49982.434
27039,2023-10-09 15:00:00,15,0,10,50037.69099999
27043,2023-10-09 16:00:00,16,0,10,49843.639
27047,2023-10-09 17:00:00,17,0,10,48284.60899999
27051,2023-10-09 18:00:00,18,0,10,49781.39699999
27055,2023-10-09 19:00:00,19,0,10,50234.51599999
27059,2023-10-09 20:00:00,20,0,10,49869.75599999
27063,2023-10-09 21:00:00,21,0,10,49285.42399999
27067,2023-10-09 22:00:00,22,0,10,47267.775
27071,2023-10-09 23:00:00,23,0,10,44329.536
27075,2023-10-10 00:00:00,0,1,10,41545.257
27079,2023-10-10 01:00:00,1,1,10,39597.67799999
27083,2023-10-10 02:00:00,2,1,10,38265.26799999
27087,2023-10-10 03:00:00,3,1,10,37654.079
27091,2023-10-10 04:00:00,4,1,10,37864.55499999
27095,2023-10-10 05:00:00,5,1,10,38827.34899999
27099,2023-10-10 06:00:00,6,1,10,40581.48299999
27103,2023-10-10 07:00:00,7,1,10,42905.922
27107,2023-10-10 08:00:00,8,1,10,45316.57999999
27111,2023-10-10 09:00:00,9,1,10,46858.329
27115,2023-10-10 10:00:00,10,1,10,48125.30599999
27119,2023-10-10 11:00:00,11,1,10,48343.77999999
27123,2023-10-10 12:00:00,12,1,10,47922.55599999
27127,2023-10-10 13:00:00,13,1,10,49054.19899999
27131,2023-10-10 14:00:00,14,1,10,49874.27699999
27135,2023-10-10 15:00:00,15,1,10,49842.36
27139,2023-10-10 16:00:00,16,1,10,49488.843
27143,2023-10-10 17:00:00,17,1,10,47931.94
27147,2023-10-10 18:00:00,18,1,10,49234.434
27151,2023-10-10 19:00:00,19,1,10,49629.094
27155,2023-10-10 20:00:00,20,1,10,49314.573
27159,2023-10-10 21:00:00,21,1,10,48811.41199999
27163,2023-10-10 22:00:00,22,1,10,46787.55099999
27167,2023-10-10 23:00:00,23,1,10,44000.89199999
27171,2023-10-11 00:00:00,0,2,10,41027.918
27175,2023-10-11 01:00:00,1,2,10,38735.16399999
27179,2023-10-11 02:00:00,2,2,10,37424.59299999
27183,2023-10-11 03:00:00,3,2,10,36763.934
27187,2023-10-11 04:00:00,4,2,10,36959.28899999
27191,2023-10-11 05:00:00,5,2,10,38016.072
27195,2023-10-11 06:00:00,6,2,10,39972.176
27199,2023-10-11 07:00:00,7,2,10,42496.793
27203,2023-10-11 08:00:00,8,2,10,45097.487
27207,2023-10-11 09:00:00,9,2,10,46794.602
27211,2023-10-11 10:00:00,10,2,10,48299.65
27215,2023-10-11 11:00:00,11,2,10,49005.005
27219,2023-10-11 12:00:00,12,2,10,49071.89999999
27223,2023-10-11 13:00:00,13,2,10,50509.34899999
27227,2023-10-11 14:00:00,14,2,10,51891.716
27231,2023-10-11 15:00:00,15,2,10,52283.456
27235,2023-10-11 16:00:00,16,2,10,52284.57499999
27239,2023-10-11 17:00:00,17,2,10,50311.49199999
27243,2023-10-11 18:00:00,18,2,10,51369.571
27247,2023-10-11 19:00:00,19,2,10,51394.409
27251,2023-10-11 20:00:00,20,2,10,51032.45599999
27255,2023-10-11 21:00:00,21,2,10,50445.484
27259,2023-10-11 22:00:00,22,2,10,48968.057
27263,2023-10-11 23:00:00,23,2,10,46697.64699999
27267,2023-10-12 00:00:00,0,3,10,44112.07699999
27271,2023-10-12 01:00:00,1,3,10,41961.492
27275,2023-10-12 02:00:00,2,3,10,40397.06999999
27279,2023-10-12 03:00:00,3,3,10,39361.184
27283,2023-10-12 04:00:00,4,3,10,38837.184
27287,2023-10-12 05:00:00,5,3,10,37988.713
27291,2023-10-12 06:00:00,6,3,10,37609.49
27295,2023-10-12 07:00:00,7,3,10,38850.36299999
27299,2023-10-12 08:00:00,8,3,10,40360.91199999
27303,2023-10-12 09:00:00,9,3,10,41690.02199999
27307,2023-10-12 10:00:00,10,3,10,42631.618
27311,2023-10-12 11:00:00,11,3,10,43414.492
27315,2023-10-12 12:00:00,12,3,10,43747.495
27319,2023-10-12 13:00:00,13,3,10,43717.10899999
27323,2023-10-12 14:00:00,14,3,10,43399.649
27327,2023-10-12 15:00:00,15,3,10,43056.608
27331,2023-10-12 16:00:00,16,3,10,43253.696
27335,2023-10-12 17:00:00,17,3,10,43888.299
27339,2023-10-12 18:00:00,18,3,10,46385.998
27343,2023-10-12 19:00:00,19,3,10,46476.84399999
27347,2023-10-12 20:00:00,20,3,10,46539.33
27351,2023-10-12 21:00:00,21,3,10,46051.606
27355,2023-10-12 22:00:00,22,3,10,44964.15599999
27359,2023-10-12 23:00:00,23,3,10,43336.75499999
27363,2023-10-13 00:00:00,0,4,10,41355.924
27367,2023-10-13 01:00:00,1,4,10,39380.367
27371,2023-10-13 02:00:00,2,4,10,38204.227
27375,2023-10-13 03:00:00,3,4,10,37431.507
27379,2023-10-13 04:00:00,4,4,10,37254.884
27383,2023-10-13 05:00:00,5,4,10,37554.10599999
27387,2023-10-13 06:00:00,6,4,10,38504.106
27391,2023-10-13 07:00:00,7,4,10,41274.28599999
27395,2023-10-13 08:00:00,8,4,10,44083.951
27399,2023-10-13 09:00:00,9,4,10,45581.592
27403,2023-10-13 10:00:00,10,4,10,46376.738
27407,2023-10-13 11:00:00,11,4,10,46197.781
27411,2023-10-13 12:00:00,12,4,10,45846.354
27415,2023-10-13 13:00:00,13,4,10,46194.987
27419,2023-10-13 14:00:00,14,4,10,46457.364
27423,2023-10-13 15:00:00,15,4,10,46261.49
27427,2023-10-13 16:00:00,16,4,10,46106.92899999
27431,2023-10-13 17:00:00,17,4,10,45692.405
27435,2023-10-13 18:00:00,18,4,10,47164.273
27439,2023-10-13 19:00:00,19,4,10,47078.96499999
27443,2023-10-13 20:00:00,20,4,10,46127.872
27447,2023-10-13 21:00:00,21,4,10,45182.06999999
27451,2023-10-13 22:00:00,22,4,10,43680.316
27455,2023-10-13 23:00:00,23,4,10,41633.01199999
27459,2023-10-14 00:00:00,0,5,10,39231.39599999
27463,2023-10-14 01:00:00,1,5,10,37378.99199999
27467,2023-10-14 02:00:00,2,5,10,36014.559
27471,2023-10-14 03:00:00,3,5,10,35287.01299999
27475,2023-10-14 04:00:00,4,5,10,35024.977
27479,2023-10-14 05:00:00,5,5,10,34835.038
27483,2023-10-14 06:00:00,6,5,10,34887.95199999
27487,2023-10-14 07:00:00,7,5,10,36570.99099999
27491,2023-10-14 08:00:00,8,5,10,38380.61599999
27495,2023-10-14 09:00:00,9,5,10,39590.58099999
27499,2023-10-14 10:00:00,10,5,10,40135.048
27503,2023-10-14 11:00:00,11,5,10,40314.62799999
27507,2023-10-14 12:00:00,12,5,10,40217.28699999
27511,2023-10-14 13:00:00,13,5,10,39789.04099999
27515,2023-10-14 14:00:00,14,5,10,39251.903
27519,2023-10-14 15:00:00,15,5,10,38682.62599999
27523,2023-10-14 16:00:00,16,5,10,40522.243
27527,2023-10-14 17:00:00,17,5,10,41649.295
27531,2023-10-14 18:00:00,18,5,10,44414.255
27535,2023-10-14 19:00:00,19,5,10,44842.27099999
27539,2023-10-14 20:00:00,20,5,10,43727.24
27543,2023-10-14 21:00:00,21,5,10,42328.727
27547,2023-10-14 22:00:00,22,5,10,40592.333
27551,2023-10-14 23:00:00,23,5,10,38701.474
27555,2023-10-15 00:00:00,0,6,10,36778.26199999
27559,2023-10-15 01:00:00,1,6,10,35175.865
27563,2023-10-15 02:00:00,2,6,10,33756.13599999
27567,2023-10-15 03:00:00,3,6,10,33018.99399999
27571,2023-10-15 04:00:00,4,6,10,32499.107
27575,2023-10-15 05:00:00,5,6,10,31935.50199999
27579,2023-10-15 06:00:00,6,6,10,31384.096
27583,2023-10-15 07:00:00,7,6,10,32094.59099999
27587,2023-10-15 08:00:00,8,6,10,33039.72399999
27591,2023-10-15 09:00:00,9,6,10,34088.83599999
27595,2023-10-15 10:00:00,10,6,10,35015.256
27599,2023-10-15 11:00:00,11,6,10,36063.99599999
27603,2023-10-15 12:00:00,12,6,10,36612.54199999
27607,2023-10-15 13:00:00,13,6,10,36808.66499999
27611,2023-10-15 14:00:00,14,6,10,36802.096
27615,2023-10-15 15:00:00,15,6,10,37285.21599999
27619,2023-10-15 16:00:00,16,6,10,38402.11699999
27623,2023-10-15 17:00:00,17,6,10,40478.749
27627,2023-10-15 18:00:00,18,6,10,43735.75899999
27631,2023-10-15 19:00:00,19,6,10,44451.30199999
27635,2023-10-15 20:00:00,20,6,10,43983.64599999
27639,2023-10-15 21:00:00,21,6,10,43150.21599999
27643,2023-10-15 22:00:00,22,6,10,41674.422
27647,2023-10-15 23:00:00,23,6,10,39577.75599999
27651,2023-10-16 00:00:00,0,0,10,37358.758
27655,2023-10-16 01:00:00,1,0,10,35721.838
27659,2023-10-16 02:00:00,2,0,10,34748.84199999
27663,2023-10-16 03:00:00,3,0,10,34147.30199999
27667,2023-10-16 04:00:00,4,0,10,34369.84199999
27671,2023-10-16 05:00:00,5,0,10,35624.61099999
27675,2023-10-16 06:00:00,6,0,10,38026.76399999
27679,2023-10-16 07:00:00,7,0,10,40938.886
27683,2023-10-16 08:00:00,8,0,10,44176.48499999
27687,2023-10-16 09:00:00,9,0,10,46144.54199999
27691,2023-10-16 10:00:00,10,0,10,47894.283
27695,2023-10-16 11:00:00,11,0,10,48906.84299999
27699,2023-10-16 12:00:00,12,0,10,48931.721
27703,2023-10-16 13:00:00,13,0,10,50373.007
27707,2023-10-16 14:00:00,14,0,10,51475.907
27711,2023-10-16 15:00:00,15,0,10,51806.243
27715,2023-10-16 16:00:00,16,0,10,51923.96
27719,2023-10-16 17:00:00,17,0,10,49619.707
27723,2023-10-16 18:00:00,18,0,10,50773.83499999
27727,2023-10-16 19:00:00,19,0,10,51401.951
27731,2023-10-16 20:00:00,20,0,10,51391.494
27735,2023-10-16 21:00:00,21,0,10,51333.203
27739,2023-10-16 22:00:00,22,0,10,49355.059
27743,2023-10-16 23:00:00,23,0,10,46241.342
27747,2023-10-17 00:00:00,0,1,10,43289.767
27751,2023-10-17 01:00:00,1,1,10,40890.632
27755,2023-10-17 02:00:00,2,1,10,39630.56499999
27759,2023-10-17 03:00:00,3,1,10,38848.83899999
27763,2023-10-17 04:00:00,4,1,10,38606.894
27767,2023-10-17 05:00:00,5,1,10,39463.18099999
27771,2023-10-17 06:00:00,6,1,10,41342.26699999
27775,2023-10-17 07:00:00,7,1,10,43922.84799999
27779,2023-10-17 08:00:00,8,1,10,46970.119
27783,2023-10-17 09:00:00,9,1,10,48766.58299999
27787,2023-10-17 10:00:00,10,1,10,50170.97699999
27791,2023-10-17 11:00:00,11,1,10,50363.73699999
27795,2023-10-17 12:00:00,12,1,10,49748.302
27799,2023-10-17 13:00:00,13,1,10,50649.06999999
27803,2023-10-17 14:00:00,14,1,10,51386.29199999
27807,2023-10-17 15:00:00,15,1,10,51463.581
27811,2023-10-17 16:00:00,16,1,10,51323.38399999
27815,2023-10-17 17:00:00,17,1,10,49600.878
27819,2023-10-17 18:00:00,18,1,10,51096.89999999
27823,2023-10-17 19:00:00,19,1,10,51426.36799999
27827,2023-10-17 20:00:00,20,1,10,51341.61799999
27831,2023-10-17 21:00:00,21,1,10,51084.027
27835,2023-10-17 22:00:00,22,1,10,49263.986
27839,2023-10-17 23:00:00,23,1,10,46396.48699999
27843,2023-10-18 00:00:00,0,2,10,43525.206
27847,2023-10-18 01:00:00,1,2,10,41286.32
27851,2023-10-18 02:00:00,2,2,10,39812.764
27855,2023-10-18 03:00:00,3,2,10,39102.782
27859,2023-10-18 04:00:00,4,2,10,39072.11999999
27863,2023-10-18 05:00:00,5,2,10,39869.042
27867,2023-10-18 06:00:00,6,2,10,41918.368
27871,2023-10-18 07:00:00,7,2,10,44476.208
27875,2023-10-18 08:00:00,8,2,10,47088.729
27879,2023-10-18 09:00:00,9,2,10,48957.39499999
27883,2023-10-18 10:00:00,10,2,10,50372.18799999
27887,2023-10-18 11:00:00,11,2,10,50895.718
27891,2023-10-18 12:00:00,12,2,10,50355.82799999
27895,2023-10-18 13:00:00,13,2,10,51325.915
27899,2023-10-18 14:00:00,14,2,10,51939.04999999
27903,2023-10-18 15:00:00,15,2,10,51753.14599999
27907,2023-10-18 16:00:00,16,2,10,51150.83599999
27911,2023-10-18 17:00:00,17,2,10,49208.52399999
27915,2023-10-18 18:00:00,18,2,10,50389.26299999
27919,2023-10-18 19:00:00,19,2,10,50682.46199999
27923,2023-10-18 20:00:00,20,2,10,50495.2
27927,2023-10-18 21:00:00,21,2,10,50038.86999999
27931,2023-10-18 22:00:00,22,2,10,48272.528
27935,2023-10-18 23:00:00,23,2,10,45581.976
27939,2023-10-19 00:00:00,0,3,10,42539.582
27943,2023-10-19 01:00:00,1,3,10,40482.76399999
27947,2023-10-19 02:00:00,2,3,10,39083.182
27951,2023-10-19 03:00:00,3,3,10,38416.528
27955,2023-10-19 04:00:00,4,3,10,38517.299
27959,2023-10-19 05:00:00,5,3,10,39355.329
27963,2023-10-19 06:00:00,6,3,10,41239.882
27967,2023-10-19 07:00:00,7,3,10,43548.55299999
27971,2023-10-19 08:00:00,8,3,10,46102.43399999
27975,2023-10-19 09:00:00,9,3,10,47554.68499999
27979,2023-10-19 10:00:00,10,3,10,48692.938
27983,2023-10-19 11:00:00,11,3,10,49180.53999999
27987,2023-10-19 12:00:00,12,3,10,48509.035
27991,2023-10-19 13:00:00,13,3,10,49394.65699999
27995,2023-10-19 14:00:00,14,3,10,49916.494
27999,2023-10-19 15:00:00,15,3,10,49947.04399999
28003,2023-10-19 16:00:00,16,3,10,49824.684
28007,2023-10-19 17:00:00,17,3,10,47928.91499999
28011,2023-10-19 18:00:00,18,3,10,49017.82799999
28015,2023-10-19 19:00:00,19,3,10,49201.367
28019,2023-10-19 20:00:00,20,3,10,48804.737
